request-id,request-method,request-path,request-query,request-payload,response-status,response-content-type,response-payload,response-oops,pre-handle-timestamp,post-handle-timestamp,"after-completion-timestamp"
"f08da965-7e4e-4a53-8724-303eea2c278f",GET,/,"debug=true&locale=en",,302,,,,37081314800500,37081425789000,37081433463800
"9e8449d2-1463-47a2-b80b-da53c20b0f61",GET,/any/system/welcome,,,200,text/html;charset=utf-8,service=554,,37081471862500,37081487046500,37088315093900
"4113d944-5b3d-4cf0-8007-dda4d28e6a45",GET,"/libraries/fontawesome/5.2.0/css/all.min.css",,,200,text/css,,,37088608317800,37088620530900,37088622184700
"58b89862-7383-4335-b9ad-2fb056cfbccd",GET,"/libraries/chart.js/2.7.2/js/chart.bundle.min.js",,,200,application/javascript,,,37088645139500,37088652431400,37088654910900
"01b04f32-1c52-45c5-926a-08da02d10331",GET,"/libraries/bootstrap/4.1.3/css/bootstrap.min.css",,,200,text/css,,,37088677316500,37088683132000,37088686476400
"e301a14a-4281-45ac-9412-2bb951978c61",GET,"/libraries/jquery/3.3.1/js/jquery.min.js",,,200,application/javascript,,,37088700280400,37088703858500,37088705931600
"1a2f0248-0e89-48a6-b014-e4031b9bd502",GET,"/libraries/datatables/1.10.18/js/datatables.min.js",,,200,application/javascript,,,37088728941100,37088733975200,37088735965600
"8298f88c-7a21-4ab0-ac56-90ccd463a0c4",GET,"/libraries/acme/css/acme.css",,,200,text/css,,,37088757215300,37088761271700,37088762810000
"4cd4ccb8-763e-4d7e-aef1-fb4b60856b46",GET,"/libraries/acme/js/acme.js",,,200,application/javascript,,,37088771532700,37088774694400,37088776595000
"4cfcf62b-070a-4176-9d53-e4789125be0f",GET,"/libraries/datatables/1.10.18/css/datatables.min.css",,,200,text/css,,,37088786107300,37088790168100,37088791813900
"fe49cf70-791f-480e-8300-82081b3b694f",GET,"/libraries/popper.js/1.14.4/js/popper.min.js",,,200,application/javascript,,,37088801709900,37088806970300,37088809728700
"d6015597-3706-462b-8fb3-ea36fb26617d",GET,"/libraries/bootstrap/4.1.3/js/bootstrap.min.js",,,200,application/javascript,,,37088825813400,37088830459200,37088833159500
"ea0e4c74-ed8d-41cd-8771-e0c8e1c35c81",GET,"/libraries/areyousure/1.9.0/js/areyousure.min.js",,,200,application/javascript,,,37088846936900,37088851570100,37088853364200
"4f35fe65-1a65-4087-8bc1-f94bf030f07f",GET,"/libraries/datatables/1.10.18/js/jquery.datatables.min.js",,,200,application/javascript,,,37088864283200,37088868285700,37088870203100
"2b06b085-8f9b-47a9-85cf-5c26b7e96559",GET,/images/banner.png,,,200,image/png,,,37088884178900,37088888646300,37088890818500
"ed6c96b9-44dd-41d0-9a82-d454174f4dbf",GET,/images/logo.png,,,200,image/png,,,37088923288500,37088926965400,37088928391800
"f99acc36-4873-417c-a2ac-930b29c5a5ea",GET,/images/favicon.ico,,,200,image/x-icon,,,37088940561700,37088962324600,37088963685200
