request-id,request-method,request-path,request-query,request-payload,response-status,response-content-type,response-payload,response-oops,pre-handle-timestamp,post-handle-timestamp,"after-completion-timestamp"
"b489ab54-dce7-4207-b88e-bd2d9290795b",GET,/,"debug=true&locale=en",,302,,,,9809052870800,9809214266900,9809226172700
"8474e74f-12fb-4304-9689-c3669e8cd6e9",GET,/any/system/welcome,,,200,text/html;charset=utf-8,service=554,,9809278278000,9809304341700,9819170112200
"cb5e7313-6efa-45ba-b5fa-57ed69c9a245",GET,"/libraries/fontawesome/5.2.0/css/all.min.css",,,200,text/css,,,9819467527800,9819486836600,9819489981600
"3b6778c4-6c38-4025-a843-8ae389ead8b0",GET,"/libraries/bootstrap/4.1.3/css/bootstrap.min.css",,,200,text/css,,,9819542541800,9819548205600,9819551028400
"1b293d35-a42b-4b78-bdbe-757ad74ad399",GET,"/libraries/areyousure/1.9.0/js/areyousure.min.js",,,200,application/javascript,,,9819572104100,9819577749600,9819580519800
"4605ba23-0765-4c25-ac7e-de8bbaafb0cf",GET,"/libraries/datatables/1.10.18/css/datatables.min.css",,,200,text/css,,,9819596773700,9819602942000,9819605905400
"2945b420-4ef0-457f-91b8-75b5d0dbedce",GET,"/libraries/jquery/3.3.1/js/jquery.min.js",,,200,application/javascript,,,9819622673900,9819628521500,9819631336800
"ee990299-0e18-4859-80c8-e7ab69456da4",GET,"/libraries/acme/css/acme.css",,,200,text/css,,,9819650176100,9819657213300,9819660442700
"a26a6721-0fae-4ef8-9fb4-ab13f522290f",GET,"/libraries/popper.js/1.14.4/js/popper.min.js",,,200,application/javascript,,,9819676314000,9819681706600,9819684079500
"7ec3c59d-9663-4631-9e48-8669cc26152b",GET,"/libraries/bootstrap/4.1.3/js/bootstrap.min.js",,,200,application/javascript,,,9819698195300,9819703510600,9819705195600
"72de6cdd-0230-40ea-b0f1-58bbf0aa1404",GET,"/libraries/chart.js/2.7.2/js/chart.bundle.min.js",,,200,application/javascript,,,9819718839700,9819724610400,9819726715200
"405ecadc-c6d0-401b-a617-99920d1ac968",GET,"/libraries/datatables/1.10.18/js/jquery.datatables.min.js",,,200,application/javascript,,,9819743566800,9819748941000,9819750932800
"5f4b9bd1-922c-415a-b98a-4ad45731bf5c",GET,"/libraries/datatables/1.10.18/js/datatables.min.js",,,200,application/javascript,,,9819769146200,9819774073600,9819775827500
"6d5bb251-ba73-4743-8850-55c1f7ae808e",GET,"/libraries/acme/js/acme.js",,,200,application/javascript,,,9819797065300,9819833008500,9819835249900
"58a98689-128d-4849-a6c3-46f6c9f58799",GET,/images/banner.png,,,200,image/png,,,9819849764300,9819855073000,9819857218800
"96525f53-5ddd-45b6-8332-4412c6b55187",GET,/images/logo.png,,,200,image/png,,,9819905671500,9819911212200,9819913104700
"7b4e3db7-f020-4dd6-86b6-e1a3218a2b0c",GET,"/libraries/fontawesome/5.2.0/webfonts/fa-solid-900.woff2",,,200,application/font-woff2,,,9819932579600,9819938027500,9819940005700
