request-id,request-method,request-path,request-query,request-payload,response-status,response-content-type,response-payload,response-oops,pre-handle-timestamp,post-handle-timestamp,"after-completion-timestamp"
"c9085734-0770-477a-b95b-5a8d5df05a99",GET,/,"debug=true&locale=en",,302,,,,37273748817000,37273855896200,37273866713900
"da5b3dd7-033a-4b8a-b7c5-1ff38c93c4f5",GET,/any/system/welcome,,,200,text/html;charset=utf-8,service=554,,37273904997900,37273918677900,37280248574300
"4f3b2342-6086-4d0b-905a-985c1e229ffb",GET,"/libraries/fontawesome/5.2.0/css/all.min.css",,,200,text/css,,,37280475984000,37280488298900,37280490057500
"5795e4ee-47ae-468b-b863-b43ca64a4b1b",GET,"/libraries/chart.js/2.7.2/js/chart.bundle.min.js",,,200,application/javascript,,,37280503795800,37280507560600,37280509489600
"118e06fe-484d-4c5c-87e5-a32563014065",GET,"/libraries/bootstrap/4.1.3/css/bootstrap.min.css",,,200,text/css,,,37280522754200,37280528784000,37280530471400
"3be4b9a1-b88c-4752-b9d6-c2dd30221fa4",GET,"/libraries/jquery/3.3.1/js/jquery.min.js",,,200,application/javascript,,,37280546495300,37280549773000,37280551144300
"73246d6b-a2ec-482a-a7dd-ae8b0ab02350",GET,"/libraries/datatables/1.10.18/js/datatables.min.js",,,200,application/javascript,,,37280563749100,37280567372500,37280569214100
"b9f1cbbe-9782-4660-b45e-b7473d996f25",GET,"/libraries/acme/css/acme.css",,,200,text/css,,,37280586559200,37280590799300,37280592591600
"04feeea4-92fe-468a-9f96-2f90c6eefec1",GET,"/libraries/acme/js/acme.js",,,200,application/javascript,,,37280601485300,37280604460400,37280605888800
"80f3fe0b-ed86-4cbc-8419-84a8854b0c58",GET,"/libraries/datatables/1.10.18/css/datatables.min.css",,,200,text/css,,,37280614886500,37280618327700,37280619868600
"29e1e3d7-99ea-4c13-8164-f0f08d67e79d",GET,"/libraries/popper.js/1.14.4/js/popper.min.js",,,200,application/javascript,,,37280627975400,37280631998900,37280633596000
"cad44f7c-1a0b-495c-956b-fc66df628d55",GET,"/libraries/bootstrap/4.1.3/js/bootstrap.min.js",,,200,application/javascript,,,37280642577000,37280647077200,37280648724500
"bfe6a6ad-e8bb-4646-9c08-9d774cbad006",GET,"/libraries/areyousure/1.9.0/js/areyousure.min.js",,,200,application/javascript,,,37280657983200,37280662012500,37280663365200
"a29e1a3a-8458-41fa-a310-1b1de71df9e5",GET,"/libraries/datatables/1.10.18/js/jquery.datatables.min.js",,,200,application/javascript,,,37280671486300,37280674464500,37280675722400
"70ff6a75-3cc5-44fb-90fc-2a75d7f275da",GET,/images/banner.png,,,200,image/png,,,37280685282900,37280689860300,37280691594800
"a2a24309-aee0-4ffb-bdba-65c2921000da",GET,/images/logo.png,,,200,image/png,,,37280736152500,37280739466900,37280741264100
"23363917-bfe6-4874-b0b9-cfa7292003a2",GET,/images/favicon.ico,,,200,image/x-icon,,,37280755710600,37280781514800,37280783371200
"78b84616-2b43-4039-ae90-9b1e2d1a3342",GET,"/libraries/fontawesome/5.2.0/webfonts/fa-solid-900.woff2",,,200,application/font-woff2,,,37280794416800,37280797757200,37280798947900
"cd773994-087b-43ec-8717-7e0b6a68d16c",GET,"/libraries/fontawesome/5.2.0/webfonts/fa-brands-400.woff2",,,200,application/font-woff2,,,37280813009800,37280816438100,37280818051300
"3502b6ad-1109-4a52-93b3-0a740507bd44",GET,"/anonymous/system/sign-in",,,200,text/html;charset=utf-8,"password=&remember=false&service=532&username=",,37280832584500,37280849362400,37283044589900
"8b8d4991-1eb9-4543-a43d-7fbc4dc47bec",GET,"/libraries/fontawesome/5.2.0/css/all.min.css",,,200,text/css,,,37283091048900,37283094392600,37283095659500
"3226cb56-7fff-4ddc-a4e0-43f53d9ee20e",GET,"/libraries/chart.js/2.7.2/js/chart.bundle.min.js",,,200,application/javascript,,,37283103665400,37283107156700,37283108335200
"e5934e3f-6f0c-41b6-a080-4fbadb514fd8",GET,"/libraries/areyousure/1.9.0/js/areyousure.min.js",,,200,application/javascript,,,37283117074200,37283120155500,37283121221600
"86309f76-9075-437a-8aaa-847c6fcd5318",GET,"/libraries/bootstrap/4.1.3/css/bootstrap.min.css",,,200,text/css,,,37283129645100,37283134292300,37283135895200
"3c4ea463-316e-4204-b1ef-790b029a4569",GET,"/libraries/datatables/1.10.18/css/datatables.min.css",,,200,text/css,,,37283146300400,37283150403300,37283151905600
"3aef6fe9-1c97-4163-a583-4a26eb155102",GET,"/libraries/acme/css/acme.css",,,200,text/css,,,37283162594100,37283167223800,37283168364800
"b9d85e1a-f2fd-4388-9779-f65a1355edcd",GET,"/libraries/jquery/3.3.1/js/jquery.min.js",,,200,application/javascript,,,37283175959500,37283179063200,37283180180600
"d8016fee-3dd2-4f8c-92f7-28b142ce6630",GET,"/libraries/popper.js/1.14.4/js/popper.min.js",,,200,application/javascript,,,37283186915200,37283190062600,37283191083500
"6306aee6-1fad-419f-9435-97568167e6aa",GET,"/libraries/bootstrap/4.1.3/js/bootstrap.min.js",,,200,application/javascript,,,37283197684200,37283200582600,37283201622500
"cd9ab4e4-661c-4fb5-b9d6-f640ab614dcd",GET,"/libraries/datatables/1.10.18/js/jquery.datatables.min.js",,,200,application/javascript,,,37283209086100,37283212103800,37283213262800
