request-id,request-method,request-path,request-query,request-payload,response-status,response-content-type,response-payload,response-oops,pre-handle-timestamp,post-handle-timestamp,"after-completion-timestamp"
"29d3a8c7-7a1b-4c4e-83e9-a8a4335ac811",GET,/,"debug=true&locale=en",,302,,,,10532023958500,10532114597800,10532121560100
"1dcb9666-1284-4909-bc27-62331669eb2a",GET,/any/system/welcome,,,200,text/html;charset=utf-8,service=554,,10532152444200,10532167928400,10537494544900
"30df64e9-096a-4e47-8a13-79291d09c9b8",GET,"/libraries/fontawesome/5.2.0/css/all.min.css",,,200,text/css,,,10537702552000,10537714459700,10537717470500
"5e9fb460-9da5-48b2-9e27-1c230ad760c6",GET,"/libraries/chart.js/2.7.2/js/chart.bundle.min.js",,,200,application/javascript,,,10537733656600,10537738127800,10537740157100
"44fff4ac-d80b-48d4-9bc8-c1ff69474d33",GET,"/libraries/bootstrap/4.1.3/css/bootstrap.min.css",,,200,text/css,,,10537751613800,10537755196400,10537757270600
"49b0738d-6ad8-4677-a36c-df45812be6bd",GET,"/libraries/jquery/3.3.1/js/jquery.min.js",,,200,application/javascript,,,10537767722500,10537770844400,10537772313600
"119377fa-d6b5-42b1-9fe1-71d650364059",GET,"/libraries/datatables/1.10.18/js/datatables.min.js",,,200,application/javascript,,,10537782037700,10537784815000,10537786496300
"a88ffea0-0882-47b3-90ec-82ca80d7a306",GET,"/libraries/acme/css/acme.css",,,200,text/css,,,10537804277400,10537807598300,10537809489000
"9d0fead0-c26e-4a20-838a-d9faaa65ad65",GET,"/libraries/acme/js/acme.js",,,200,application/javascript,,,10537819999400,10537823149300,10537824270800
"42d68f2e-22b1-41a2-b6ea-3a7b4c96a131",GET,"/libraries/datatables/1.10.18/css/datatables.min.css",,,200,text/css,,,10537833321200,10537836591300,10537837929800
"75bda297-57b8-4aaf-a15a-a0644c5c71fd",GET,"/libraries/popper.js/1.14.4/js/popper.min.js",,,200,application/javascript,,,10537844753900,10537847721600,10537849106400
"876c887d-055e-40e2-9eb5-aafeadee4971",GET,"/libraries/bootstrap/4.1.3/js/bootstrap.min.js",,,200,application/javascript,,,10537858767800,10537862241000,10537863429100
"6d074364-06dc-4ef6-9e14-f69941eae2ae",GET,"/libraries/areyousure/1.9.0/js/areyousure.min.js",,,200,application/javascript,,,10537870800400,10537873156300,10537874245000
